Gene_ID	P09	P08	P07	P06	P05	P03	N11	N10	N04	N03	N02	N01	blast_hit_description	KEEG_ortholog_ID
SSCG00000005994	9.91491169	11.31946733	8.875620151	22.91744372	15.56175623	15.990779	6.106604238	17.85731409	15.37737264	9.685058577	9.318756143	9.311541073	56407700:T cell receptor alpha chain, partial [Dicentrarchus labrax]	
SSCG00000005995	10.81117489	11.67320068	9.779618499	11.36705208	11.46939127	15.18722227	10.97642787	14.00573654	14.48093388	13.91460948	11.18250737	10.35986027	939305405:PREDICTED: uncharacterized protein LOC101471379 [Maylandia zebra]	
SSCG00000005997	23.41487619	25.68104149	27.20213213	33.27612828	20.67721243	48.53482673	34.9390521	46.63910269	27.72064485	31.81357849	31.31102064	24.78966564	642120946:unmed protein product [Oncorhynchus mykiss]	
SSCG00000005998	23.30284329	30.77480179	35.42029894	22.73410417	33.86970474	51.50798664	54.95943814	58.61400744	38.61582367	40.21138245	45.72403014	28.55128157	808875738:1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-2 [Larimichthys crocea]	K05859
SSCG00000005999	5.377579222	5.518240321	3.122903386	4.033470094	3.446202072	3.053515589	6.570396965	7.493069051	6.550898658	4.78123145	4.907878235	8.509885219	734640816:PREDICTED: anoctamin-1-like [Larimichthys crocea]	
SSCG00000006001	39.71566321	33.60466862	34.35193725	24.75083921	26.11575008	25.95488251	27.13187453	30.95267776	27.92751533	29.97464332	35.53552342	28.85961074	657552419:PREDICTED: tankyrase-1 [Stegastes partitus]	K10799
SSCG00000006002	0.728213853	1.697920099	1.643633361	0.366679099	0.430775259	0.321422694	1.545975756	0.630258144	1.37913656	0.858169747	1.366750901	1.479980038	808887132:Low-density lipoprotein receptor-related protein 2 [Larimichthys crocea]	
SSCG00000006005	7.786286581	7.569893774	6.245806773	10.54202411	7.861648476	5.142763097	15.61435514	5.6723233	6.068200862	7.233145013	8.51113061	7.214902685	554817305:PREDICTED: glycerol kise-like isoform X2 [Haplochromis burtoni]	K00864
SSCG00000006006	186.758845	178.7060904	225.9174055	171.8808279	262.6113673	309.8514766	480.3346675	246.2908771	230.3847623	212.213119	245.5181618	175.3776345	724927364:PREDICTED: actin-related protein 3B isoform X2 [Rhinopithecus roxella]	K18584
SSCG00000006007	33.21775498	34.94885537	46.26827912	29.97601638	40.97749651	34.55293956	37.95370482	40.05640652	44.68402453	41.80512626	45.6619051	42.85775527	657799260:PREDICTED: ganglioside-induced differentiation-associated protein 2 [Cynoglossus semilaevis]	
SSCG00000006010	584.0835265	569.5106998	635.5108391	743.7168835	486.6683488	907.6976866	596.0509529	547.6943275	511.3148795	564.982183	536.0769784	577.6855415	52783263:Recme: Full=60S ribosomal protein L24	K02896
SSCG00000006012	1.904559308	4.315546918	1.068361685	2.933432796	1.723101036	2.089247508	4.328732118	1.610659703	3.585755055	1.593743817	1.677376106	2.959960076	808863096:hypothetical protein EH28_16807 [Larimichthys crocea]	
SSCG00000006013	13.2758987	14.92754754	14.54615525	11.64206141	17.93102016	17.43718113	25.04480725	14.21582259	16.34276823	17.83767118	16.58738593	18.99307715	734631403:PREDICTED: mitochondrial pyruvate carrier 2 isoform X1 [Larimichthys crocea]	
SSCG00000006014	5.209529871	3.60808021	4.191265071	3.758460769	4.415446405	2.169603182	3.401146664	3.221319405	4.551150647	8.275208278	5.032128317	4.809935124	736210264:PREDICTED: NXPE family member 3 [Notothenia coriiceps]	
SSCG00000006015	36.85882425	46.83429606	45.36428077	34.00948648	62.03163729	39.37427996	84.87406903	44.53824221	40.61557168	46.21857068	37.52352473	43.72107696	657561253:PREDICTED: ATP-dependent R helicase DDX18 [Stegastes partitus]	K13179
SSCG00000006016	19.60575758	23.4878947	16.27197028	22.27575529	24.55418976	12.61584072	13.60458666	21.21869086	21.58348716	23.10928534	21.49526417	26.14631401	657533595:PREDICTED: centrosomal protein of 97 kDa [Stegastes partitus]	K16717
SSCG00000006017	44.19697923	41.52829575	50.04863585	36.8512495	42.70059755	35.51720764	41.97324179	40.89675071	49.30413201	38.43374511	40.81615191	47.35936122	831539586:PREDICTED: ankyrin repeat and IBR domain-containing protein 1-like [Fundulus heteroclitus]	K11967
SSCG00000006018	117.4664961	120.764567	97.38527665	177.1976748	165.7407809	180.2377754	131.5625369	112.0458924	124.5360313	134.4261611	108.2218213	157.1862132	974088607:PREDICTED: gamma-glutamylcyclotransferase-like [Cyprinodon variegatus]	K11087
SSCG00000006019	10.81117489	11.390214	7.560713462	6.875233115	6.461628885	7.232010605	7.652579994	10.15415899	7.86107839	10.11414345	12.48713323	7.708229365	657532463:PREDICTED: protein lifeguard 1 [Stegastes partitus]	K06890
SSCG00000006020	41.62022252	39.68888231	28.51703882	44.00149194	34.13893927	40.01712535	34.70715573	41.38695149	35.99546421	33.77510934	44.91640461	45.07772533	554813352:PREDICTED: mitogen-activated protein kise 15 [Haplochromis burtoni]	K19603
SSCG00000006022	152.532794	196.5342514	224.1915905	120.8207633	217.7568934	127.3637423	151.1191302	181.9345177	200.1127148	163.8491239	185.3811222	184.1958489	657532466:PREDICTED: protein FAM83H [Stegastes partitus]	
SSCG00000006023	134.1033818	158.8970226	209.8097986	160.6054456	184.8025861	769.5662841	143.6211478	179.5535425	394.2951424	205.9607394	53.61391034	271.576337	734642476:PREDICTED: regulator of G-protein sigling 2 [Larimichthys crocea]	K18154
SSCG00000006024	16.41281992	12.30992072	13.47779356	19.43399227	14.75405262	16.07113468	8.039073934	10.9244745	11.99848807	9.746356416	11.80375778	9.188209403	961864289:PREDICTED: beta-1,3-galactosyltransferase 2-like [Poecilia mexica]	K07820
SSCG00000006025	45.59739048	51.92805636	56.29444262	53.81015785	58.53158831	68.62374508	62.38012177	125.4913994	138.2584401	54.86156599	63.42966681	142.8180737	657529235:PREDICTED: ubiquitin carboxyl-termil hydrolase isozyme L5 [Stegastes partitus]	K05610
SSCG00000006026	1.400411256	0.495226695	2.465450042	7.975270413	0.269234537	7.392721952	3.633043028	2.801147309	0.965395592	5.332912001	5.90187889	4.193276774	657740002:PREDICTED: complement factor H-like [Cynoglossus semilaevis]	K04004
SSCG00000006027	165.7526762	180.1210238	170.2804162	104.228534	230.0339883	119.4888863	137.5145435	208.7555032	167.3582215	150.1797058	140.4647176	183.2091955	808862219:Formin-binding protein 1-like protein [Larimichthys crocea]	K20121
SSCG00000006028	3.024888312	2.829866831	4.602173412	2.383414147	8.238576828	6.830232238	3.710341815	3.711520184	8.136905702	5.823294714	6.895879546	4.316608444	808862222:DEP domain-containing protein 1A [Larimichthys crocea]	
SSCG00000006029	100.157413	62.32781696	84.56493644	84.06118355	74.79335434	105.5873548	142.9254587	88.30616891	120.8123626	135.1617352	102.2578174	90.03211898	657595875:PREDICTED: LOW QUALITY PROTEIN: retil Mueller cells isomerohydrolase-like [Stegastes partitus]	K11158
SSCG00000006030	1.064312554	4.386293589	4.273446739	5.133507392	2.153876295	4.660629057	1.391378181	2.380975212	1.999748011	5.761996875	6.088254013	2.713296736	734643230:PREDICTED: complement factor H-related protein 2-like [Larimichthys crocea]	
SSCG00000006031	4.481316018	8.065120469	12.16288687	7.333581989	20.78490625	24.10670202	10.20343999	10.29421636	31.92701135	9.072080186	23.29689036	15.04646372	939318607:PREDICTED: abnormal spindle-like microcephaly-associated protein isoform X3 [Maylandia zebra]	K16743
SSCG00000006032	100.6055446	84.96675161	87.03038648	99.37003595	86.42428633	76.17717838	77.06689146	77.10157967	63.92297954	67.42762301	76.04105013	78.99393453	499022697:PREDICTED: breast cancer anti-estrogen resistance protein 3 isoform X1 [Maylandia zebra]	
SSCG00000006033	12.1555697	16.20098761	14.13524691	15.12551285	8.130883013	18.64251623	16.31004423	11.7648187	18.27355941	18.94103228	19.69363798	15.04646372	734643237:PREDICTED: methylcrotonoyl-CoA carboxylase beta chain, mitochondrial-like [Larimichthys crocea]	K01969
SSCG00000006036	38.70736711	25.25656147	32.05085054	23.74247169	12.22324797	28.84768675	23.18963635	21.77892033	32.20283867	26.35807081	54.85641116	27.31796487	736196401:PREDICTED: Hermansky-Pudlak syndrome 3 protein isoform X2 [Notothenia coriiceps]	K20190
SSCG00000006037	0.952279654	0.990453391	1.232725021	0.550018649	0.915397425	3.937427996	0.463792727	0.77031551	0.482697796	1.164658943	1.92587627	0.801655854	985701123:SRY (sex determining region Y)-box 2 [Larimichthys crocea]	K16796
SSCG00000006038	53.94384157	56.6680833	54.97953593	52.06843212	56.37771202	47.4098473	45.14249209	55.46271671	59.6476562	49.22216479	59.32941411	54.88259308	908517950:PREDICTED: fragile X mental retardation syndrome-related protein 1 isoform X16 [Oreochromis niloticus]	K15516
SSCG00000006039	45.70942338	36.5760288	43.72064741	30.06768616	33.65431711	32.78511474	39.19048543	41.94718095	41.6499241	44.74742254	40.56765174	34.90286256	908517957:PREDICTED: tetratricopeptide repeat protein 14 isoform X4 [Oreochromis niloticus]	
SSCG00000006040	10.92320779	7.074667078	9.204346823	13.20044758	6.084700533	7.553433299	5.33361636	7.98326983	6.619855486	6.865357979	6.5231293	6.844907676		
SSCG00000006041	28.45635671	43.72144254	42.15919572	58.66865591	39.95440527	37.76716649	37.25801573	44.46821353	31.72014087	32.05876985	35.47339838	55.68424893	507217763:heat shock protein 70a [Siniperca chuatsi]	
SSCG00000006042	1.848542857	1.910160111	1.397088357	2.841763021	1.561560314	2.812448569	0.541091515	1.400573654	1.310179732	0.858169747	0.931875614	0.554992514	657578050:PREDICTED: kininogen-1-like [Stegastes partitus]	K03898
SSCG00000006043	67.89193767	79.23627128	74.78531794	64.71886106	65.15475792	61.23102312	65.08557935	63.37595786	75.30085615	65.83387919	72.62417287	72.64235353	928074945:PREDICTED: probable phospholipid-transporting ATPase IF isoform X2 [Austrofundulus limeus]	K01530
SSCG00000006045	9.298730737	7.074667078	6.081443437	5.591856267	6.515475792	5.303474444	3.787640603	7.843212465	4.275323335	4.71993361	4.224502785	3.206623416	657578054:PREDICTED: lysosome-associated membrane glycoprotein 3-like isoform X1 [Stegastes partitus]	K06562
SSCG00000006046	3.192937663	4.032560235	6.245806773	2.933432796	3.769283516	2.651737222	4.096835755	4.551864377	4.689064303	3.984359541	5.094253358	3.453286755	657578048:PREDICTED: phosphatidylinositol 4,5-bisphosphate 3-kise catalytic subunit alpha isoform [Stegastes partitus]	K00922
SSCG00000006047	47.44593334	46.76354939	58.34898432	45.55987811	52.76996923	45.96344518	50.70800481	45.02844299	51.0280527	51.18369565	55.16703637	47.66769039	974120178:PREDICTED: methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial [Cyprinodon variegatus]	K01968
SSCG00000006049	26.99992901	25.25656147	27.03776879	27.68427201	27.24653513	19.60678431	16.07814787	21.28871955	19.51478232	18.75713876	23.73176564	21.45971055	348507167:PREDICTED: D-directed R polymerase I subunit RPA2 [Oreochromis niloticus]	
SSCG00000006050	13.55598095	16.05949427	16.68287862	18.6089643	15.61560314	12.13370668	13.60458666	14.56596601	8.757517153	10.29803697	12.05225794	13.93647869	657740045:PREDICTED: putative hydroxypyruvate isomerase isoform X1 [Cynoglossus semilaevis]	K01816
SSCG00000006052	2.296674459	1.980906782	2.711995046	2.383414147	4.953915478	4.49991771	3.169250301	1.610659703	3.172014087	1.103361104	3.044127007	1.664977543	808872419:D repair and recombition protein RAD54-like protein [Larimichthys crocea]	K10875
SSCG00000006054	57.69694373	46.76354939	54.97953593	59.86036299	41.94674084	43.95455335	21.5663618	55.74283144	43.09801749	33.95900286	33.23689691	57.16422897	657739180:PREDICTED: ankyrin repeat and MYND domain-containing protein 1 isoform X1 [Cynoglossus semilaevis]	
SSCG00000006055	15.18045801	19.45533447	16.84724195	19.89234115	20.94644697	11.65157264	14.68676969	14.07576523	17.37712065	20.35088258	14.84788479	22.63136142	657540754:PREDICTED: probable ATP-dependent R helicase DDX10 [Stegastes partitus]	K14776
SSCG00000006057	32.54555758	15.21053422	20.87414369	26.12588584	15.45406242	13.33904178	11.36292181	11.13456055	16.96337968	16.73431007	20.74976368	8.016558539	657543983:PREDICTED: cadherin-2-like [Stegastes partitus]	K06736
SSCG00000006058	37.41898875	37.7787222	36.98175063	23.00911349	30.74658411	22.25852153	25.43130119	30.3924483	37.99521222	31.07800442	38.14477514	27.00963569	808872422:Lysine-specific demethylase 4C [Larimichthys crocea]	K06709
SSCG00000006059	47.66999914	41.38680241	42.48792239	35.65954242	33.6004702	23.30314528	35.09364967	32.4232801	33.37510474	41.49863707	48.3954069	42.54942609	657540757:PREDICTED: protein SZT2 [Stegastes partitus]	
SSCG00000006060	22.91072814	19.95056116	19.23051033	23.19245304	16.20791912	17.43718113	13.91378181	16.38671176	16.48068189	13.30163108	18.45113716	16.89643877	734600153:PREDICTED: leucine-rich repeat-containing protein 41 [Larimichthys crocea]	K10347
SSCG00000006061	15.18045801	12.66365407	15.36797193	11.73373118	10.06937168	6.589165218	8.039073934	11.41467528	6.550898658	11.34010023	11.9901329	6.104917657	734600162:PREDICTED: receptor-type tyrosine-protein phosphatase F-like isoform X1 [Larimichthys crocea]	K05695
SSCG00000006066	1.120329004	0.91970672	1.232725021	1.100037298	0.807703611	0.803556734	0.772987878	0.840344193	0.965395592	0.796871908	1.056125696	0.493326679		
SSCG00000006067	45.70942338	30.63330845	33.28357557	73.15248034	26.81575987	39.13321294	13.52728787	13.65559313	14.06719291	18.32805389	20.56338856	26.20797984	657530173:PREDICTED: protein NDNF [Stegastes partitus]	
SSCG00000006068	3.304970563	2.263893465	2.465450042	2.841763021	1.992335573	1.607113468	1.545975756	2.731118626	1.930791183	2.02282869	1.92587627	1.603311708	657529687:PREDICTED: protein FAM69A isoform X2 [Stegastes partitus]	
SSCG00000006069	738.4648633	791.018526	1013.382149	776.7180024	832.7962694	838.9132302	717.1008546	779.1391239	857.3402423	777.2565997	839.6820535	993.251603	923814188:PREDICTED: desmoglein-2-like [Pundamilia nyererei]	K07597
SSCG00000006070	15.51655671	9.97528058	15.4501536	8.800298387	23.20801708	9.401613787	15.76895272	11.3446466	13.7913656	9.317271543	10.49913192	13.68981535	831518880:PREDICTED: PR domain zinc finger protein 5 [Fundulus heteroclitus]	
SSCG00000006071	1.848542857	0.990453391	0.41090834	1.191707073	1.130785055	2.008891835	4.019536967	1.120458924	1.103309248	1.593743817	0.869750573	0.986653359	961928884:PREDICTED: complement C1q tumor necrosis factor-related protein 7 isoform X1 [Poecilia mexica]	
SSCG00000006072	80.32758962	67.77531061	66.6493328	63.16047488	53.95460119	46.44557922	44.36950421	62.53561367	50.68326856	61.48173261	55.10491132	51.7376355	657530189:PREDICTED: F-box/LRR-repeat protein 5 [Stegastes partitus]	K10271
SSCG00000006073	22.40658009	18.8893611	24.40795541	22.36742507	16.0463784	38.24930053	30.37842361	30.18236225	38.54686684	19.86049987	24.85001638	33.05288752	808861327:Coiled-coil and C2 domain-containing protein 2A [Larimichthys crocea]	K19352
SSCG00000006076	1.064312554	0.282986683	2.218905038	2.108404822	1.130785055	0.883912407	2.628158786	1.330544972	1.723920699	0.735574069	2.236501474	1.233316698	831518774:PREDICTED: ralBP1-associated Eps domain-containing protein 2 isoform X3 [Fundulus heteroclitus]	K20068
SSCG00000006077	18.76551083	14.57381418	19.559237	19.89234115	14.80789953	18.32109353	14.06837938	13.44550708	12.89492683	15.56965113	14.91000983	7.7698952	551498371:PREDICTED: nce-Horan syndrome protein [Xiphophorus maculatus]	
SSCG00000006080	0.504148052	1.414933416	0.739635013	1.375046623	1.561560314	2.008891835	1.391378181	1.190487606	0.758525108	0.858169747	1.553126024	1.788309213	808859824:Retinoic acid-induced protein 2 [Larimichthys crocea]	
SSCG00000006082	0.560164502	0.141493342	0.328726672	3.300111895	0.269234537	2.249958855	2.782756362	9.944072946	2.206618495	2.451913564	20.43913847	8.448219384	586972839:collectrin-like protein [Dicentrarchus labrax]	K20004
SSCG00000006083	35.57044589	37.21274883	35.2559356	24.93417876	30.36965576	23.5442123	22.26205089	35.15439872	31.3063999	31.93617417	33.36114699	32.06623416	808859825:Sex comb on midleg-like protein 2 [Larimichthys crocea]	K11465
SSCG00000006084	45.59739048	43.08472251	44.54246409	49.9600273	43.56214806	54.32043521	44.52410179	43.55784065	49.16621835	48.24139937	48.95453227	46.8043687	348513567:PREDICTED: heparan sulfate 2-O-sulfotransferase 1-like [Oreochromis niloticus]	K02513
SSCG00000006085	82.68028053	104.0683527	74.53877293	135.1212482	62.73164709	70.95405961	70.57379328	167.088437	126.1220384	88.2688883	172.956114	173.0959986	736298644:PREDICTED: transcription factor Sox-14 [Notothenia coriiceps]	K09267
SSCG00000006086	19.82982338	16.41322762	17.5046953	11.82540096	9.63859642	13.17833044	13.21809272	19.32791643	22.61783958	15.38575761	17.08438626	17.45143128	831518644:PREDICTED: cyclin-dependent kise-like 5 isoform X1 [Fundulus heteroclitus]	K08824
SSCG00000006087	12.88378355	10.61200062	15.12142692	18.15061542	14.91559334	19.12465027	17.85601999	13.58556445	15.10154533	10.72712184	17.1465113	16.9581046	913504174:PREDICTED: AP-1 complex subunit sigma-2 isoform X2 [Microtus ochrogaster]	K12394
SSCG00000006092	59.82556884	89.56528521	69.85441785	42.80978486	92.23975233	71.59690499	91.21256963	81.443358	62.68175663	86.92033584	64.1751673	82.75555046	974058662:PREDICTED: rab11 family-interacting protein 1-like isoform X1 [Cyprinodon variegatus]	K12484
SSCG00000006093	29.85676797	13.01738742	19.805782	22.73410417	17.82332634	19.76749565	21.25716665	20.02820326	13.86032242	22.61890263	19.5693879	11.22318196	734610846:PREDICTED: G-protein coupled receptor 124 [Larimichthys crocea]	K08461
SSCG00000006096	13.83606321	5.164506967	6.245806773	10.26701478	8.777045902	14.22295419	2.318963635	11.83484738	5.240718926	6.068486071	9.567256307	9.126543568	734641137:PREDICTED: E3 ubiquitin-protein ligase NEURL3 [Larimichthys crocea]	K15689
SSCG00000006097	131.0224771	106.0492595	158.7749827	161.7971526	131.8172292	147.372305	88.42981327	140.0573654	104.9522922	222.7563473	80.94892836	140.1664428	657552317:PREDICTED: vinexin-like isoform X1 [Stegastes partitus]	
SSCG00000006098	11.3713394	12.80514741	8.05380347	11.36705208	13.73096138	6.348098198	4.869823633	6.932839589	8.343776185	10.54322832	3.727502457	9.373206908	908501351:PREDICTED: D-directed R polymerase III subunit RPC4 [Oreochromis niloticus]	K03026
SSCG00000006099	137.1282701	136.8240613	183.1829381	194.1565832	176.4563155	172.8450535	130.0165611	113.7265807	110.1240543	91.21118458	74.4879241	84.420528	808857121:PDZ and LIM domain protein 2 [Larimichthys crocea]	
SSCG00000006100	7.114089179	9.833787239	12.57379521	9.258647261	16.90792892	13.33904178	13.44998908	8.613527974	13.86032242	37.57557537	13.10838364	11.6548428	657552299:PREDICTED: D replication complex GINS protein SLD5 [Stegastes partitus]	K10735
SSCG00000006101	56.46458183	59.21496345	52.26754089	57.93529772	54.38537645	75.85575568	65.31747571	69.81859667	84.67898476	81.77131736	78.02905144	83.37220881	974058666:PREDICTED: glycerol-3-phosphate acyltransferase 4 [Cyprinodon variegatus]	K13506
SSCG00000006103	15.85265541	13.86634747	11.01234352	9.716996136	10.71553457	9.803392154	20.48417877	12.25501948	14.20510656	12.25956782	20.9361388	12.64149616	734641177:PREDICTED: transcription factor 7-like 1 isoform X2 [Larimichthys crocea]	
SSCG00000006104	144.4664251	151.9638488	139.9553807	138.7880391	180.9794557	153.3186248	178.7147974	164.0071749	160.8073228	169.91761	156.9278534	181.7292155	657552289:PREDICTED: transcription factor 7-like 1 isoform X2 [Stegastes partitus]	K04490
SSCG00000006106	6.217825975	6.225707029	6.245806773	5.133507392	6.623169607	10.52659321	8.193671509	6.232552762	7.240466938	7.355740692	8.51113061	6.659910171	675679206:PREDICTED: ubiquitin-conjugating enzyme E2 D4 isoform X2 [Pan paniscus]	K06689
SSCG00000006108	6.890023378	3.678826881	3.040721718	4.491818968	6.623169607	3.696360976	4.792524845	5.532265935	4.482193819	2.880998438	4.348752867	2.466633397	734641161:PREDICTED: AT-rich interactive domain-containing protein 5A isoform X1 [Larimichthys crocea]	
SSCG00000006109	83.85662599	94.02232547	115.5474253	109.0870321	158.9560706	124.4709381	131.7171344	126.471801	143.4302022	119.4081906	159.1022299	112.5401487	808857132:Drebrin-like protein [Larimichthys crocea]	
SSCG00000006111	1.512444156	1.485680086	0.903998349	0.641688424	1.400019592	2.249958855	3.478445452	1.820745751	2.068704839	2.02282869	1.92587627	1.233316698	962004067:PREDICTED: protein ZNF365 isoform X3 [Poecilia latipin]	K16737
SSCG00000006112	950.3190781	850.5164762	903.9983487	1122.679733	782.0724827	1387.099634	952.3983648	898.3279419	903.2654897	977.945725	867.1413216	951.3188353	528769052:ubiquitin and ribosomal protein S27a precursor-like protein [Camelus ferus]	K02977
SSCG00000006113	171.6344035	188.3983843	179.484763	171.8808279	153.5713798	163.9255737	167.7383696	203.3632946	160.4625387	171.3887581	182.1506201	172.5410061	734638833:PREDICTED: bone morphogenetic protein receptor type-1A isoform X1 [Larimichthys crocea]	K04673
SSCG00000006114	5.377579222	2.193146794	4.355628407	1.375046623	3.338508257	3.374938282	6.724994541	1.120458924	3.792625539	6.191081749	2.857751884	1.418314203	734598338:PREDICTED: beta-1,4-galactosyltransferase 3-like [Larimichthys crocea]	K07968
SSCG00000006115	201.0990563	209.4101455	190.3327432	234.8579632	220.3953919	215.513916	223.316198	198.0411147	173.2885087	186.1615373	198.2410057	201.2772852	974070810:PREDICTED: reticulon-4 isoform X5 [Cyprinodon variegatus]	
SSCG00000006116	5.769694373	1.485680086	0.903998349	5.133507392	1.453866499	2.732092895	1.314079393	0.700286827	0.965395592	0.490382713	2.733501802	0.924987524	734646011:PREDICTED: high-affinity choline transporter 1-like [Larimichthys crocea]	K14387
SSCG00000006117	103.7424658	111.0722731	57.19844097	104.5952131	31.33890009	51.26691962	60.75684723	49.58030736	76.95582002	63.56585914	118.6588282	60.74084739	657577957:PREDICTED: endothelial PAS domain-containing protein 1 [Stegastes partitus]	K09095
SSCG00000006118	25.0953697	23.77088138	10.93016185	69.85236845	5.1154562	22.57994422	4.869823633	5.322179887	6.688812314	4.597337932	11.86588282	10.35986027		
SSCG00000006121	2.184641559	2.193146794	1.972360034	1.375046623	2.315417017	2.651737222	3.323847876	2.451003895	3.240970915	3.800466024	3.541127334	1.418314203	617450494:PREDICTED: transcriptiol activator protein Pur-alpha-like [Poecilia formosa]	
SSCG00000006122	14.11614546	10.11677392	13.72433857	9.441986811	8.023189199	14.86579958	8.657464236	8.193355878	8.826473981	8.642995313	5.653378727	6.104917657	808882730:SH2 domain-containing protein 4B [Larimichthys crocea]	K17577
SSCG00000006123	32.71360693	20.0920545	19.805782	15.21718263	24.0695676	26.11559385	27.98216119	14.9861381	41.99470824	25.68379458	28.88814404	22.81635892	554811647:PREDICTED: PH and SEC7 domain-containing protein 2 isoform X2 [Haplochromis burtoni]	
SSCG00000006125	17.25306667	21.36549458	20.21669034	24.84250899	34.56971453	29.73159916	27.59566725	10.9244745	16.2738114	27.58402759	8.138380365	25.40632399	734607910:PREDICTED: D damage-inducible transcript 4-like protein [Larimichthys crocea]	
SSCG00000006126	2.016592208	1.414933416	1.479270025	1.466716398	3.446202072	2.330314528	2.241664847	1.400573654	1.37913656	2.513211403	1.98800131	0.493326679	554811633:PREDICTED: serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform-like isoform X4 [Haplochromis burtoni]	K04348
SSCG00000006127	71.86910564	59.42720346	84.4005731	74.25251764	81.30883013	80.51638474	110.0734739	51.89125389	73.09423766	89.12705805	62.74629136	57.28756064	657552061:PREDICTED: glypican-4 [Stegastes partitus]	K08110
SSCG00000006128	103.6864494	105.4832861	90.89292488	94.78654721	92.7782214	144.3991451	105.280949	109.8750032	110.8825794	76.37710751	76.41380037	135.2948418	658870310:PREDICTED: CDGSH iron-sulfur domain-containing protein 1 [Poecilia reticulata]	
SSCG00000006129	75.6222078	65.65291049	70.67623453	63.98550286	74.25488527	58.9007086	65.24017692	80.39292776	71.09448965	60.37837151	68.15116992	71.96402935	808882737:Bromodomain-containing protein 8 [Larimichthys crocea]	K11321
SSCG00000006130	10.53109264	9.621547227	6.163625105	8.891968162	4.30775259	10.04445917	6.570396965	5.532265935	5.861330378	6.007188232	7.641380037	5.426593473	657797325:PREDICTED: CXXC-type zinc finger protein 5-like [Cynoglossus semilaevis]	
SSCG00000006131	111.6968017	116.2367801	112.0957952	129.6210617	136.0711349	130.1761909	128.238689	144.8893445	125.3635133	130.4418016	121.7650803	151.6362881	686603889:PREDICTED: ubiquitin-conjugating enzyme E2 D2, partial [Aptenodytes forsteri]	K06689
SSCG00000006132	76.79855326	83.26883151	84.48275477	83.60283468	127.9402519	111.8550974	129.5527684	112.1859497	103.3662851	124.8636982	108.6566966	101.3786326	734607916:PREDICTED: calcium-binding protein 39-like isoform X1 [Larimichthys crocea]	K08272
SSCG00000006135	66.15542772	23.4878947	47.41882247	22.45909484	45.55448364	11.97299534	34.16606422	45.30855772	31.99596818	34.81717261	13.85388413	20.78138637	583973090:PREDICTED: centrosome and spindle pole-associated protein 1-like isoform X3 [Neolamprologus brichardi]	
SSCG00000006136	28.73643897	32.54346856	25.64068044	37.2179286	39.52363001	42.02601718	40.50456482	31.58293591	28.8239541	32.48785472	28.26689363	38.35614932	734607936:PREDICTED: prefoldin subunit 6 [Larimichthys crocea]	K04798
SSCG00000006137	62.7944407	23.62938804	39.118474	17.1422479	42.21597538	12.93726342	49.93501693	54.27222911	31.16848625	32.79434392	16.40101081	19.11640882	808882935:Centrosome and spindle pole-associated protein 1 [Larimichthys crocea]	K16771
SSCG00000006139	127.9415723	116.2367801	139.133564	125.7709311	188.1410944	152.8364908	135.5820738	110.2951753	77.99017244	110.5813017	113.813075	123.8249965	551518969:PREDICTED: hypoxanthine-guanine phosphoribosyltransferase [Xiphophorus maculatus]	K00760
SSCG00000006140	59.54548659	68.05829729	71.33368788	56.37691154	69.30096979	56.97217243	81.55022115	78.36209596	80.3347046	68.77617547	77.09717582	81.64556543	734641191:PREDICTED: sorting nexin-25 isoform X1 [Larimichthys crocea]	K17887
SSCG00000006141	49.12642685	51.71581634	51.03481587	42.99312441	55.30077387	48.05269269	49.70312057	52.24139731	55.71711701	57.31347956	53.42753522	46.00271285	348536660:PREDICTED: integrator complex subunit 6-like isoform X2 [Oreochromis niloticus]	K13143
SSCG00000006142	27.11196191	23.41714803	27.77740381	46.20156653	29.77733978	33.99044984	28.29135634	30.32241962	29.78934969	26.66456001	28.39114372	29.47626909	734607920:PREDICTED: PHD finger protein 6 isoform X1 [Larimichthys crocea]	
SSCG00000006143	14.73232641	18.74786776	17.66905863	13.75046623	20.51567171	21.21389778	22.1847521	20.09823194	15.65319995	17.10209711	18.26476204	16.15644875	736179992:PREDICTED: protein FAM122A-like [Notothenia coriiceps]	
SSCG00000006144	0.784230303	1.273440074	1.807996697	1.925065272	0.376928352	3.133871262	0.231896363	1.400573654	1.103309248	0.122595678	0.994000655	2.713296736	657595999:PREDICTED: fibroblast growth factor 20-like [Stegastes partitus]	K04358
SSCG00000006146	34.05800174	32.40197522	30.24285385	30.52603503	16.47715366	34.07080552	20.3295812	25.00023973	29.85830651	22.43500911	32.36714634	27.74962571	831534704:PREDICTED: motile sperm domain-containing protein 1 [Fundulus heteroclitus]	
SSCG00000006147	43.91689698	48.6737095	49.55554584	56.56025109	60.95469915	63.80240467	56.81460905	47.96964766	49.71787297	46.64765555	45.28915485	53.52594471	542248120:PREDICTED: membrane magnesium transporter 1 [Oreochromis niloticus]	
SSCG00000006149	1.624477057	1.273440074	1.232725021	1.833395497	1.723101036	1.928536161	1.468676969	1.120458924	1.861834355	1.409850299	0.559125369	0.493326679	734617607:PREDICTED: FYVE, RhoGEF and PH domain-containing protein 4-like [Larimichthys crocea]	K05723
