Linkage Group	BasePair	Population	Read_Depth	Allele_Freq	Heterozygosity	Fis
groupIV	16495836	4	21	1	0	0
groupIV	16495860	4	21	1	0	0
groupIV	16495861	4	21	1	0	0
groupIV	16495870	4	21	1	0	0
groupIV	16495851	4	21	1	0	0
groupIV	16495872	4	21	1	0	0
groupIV	16521296	4	21	1	0	0
groupIV	16521320	4	21	1	0	0
groupIV	16521332	4	21	1	0	0
groupIV	16521309	4	21	1	0	0
groupIV	16521347	4	21	1	0	0
groupIV	16593625	4	21	1	0	0
groupIV	16593637	4	21	1	0	0
groupIV	16593642	4	21	1	0	0
groupIV	16593644	4	21	1	0	0
groupIV	16593650	4	21	1	0	0
groupIV	16593667	4	21	1	0	0
groupIV	16680725	4	20	1	0	0
groupIV	16680751	4	20	1	0	0
groupIV	16680695	4	20	1	0	0
groupIV	16680717	4	20	1	0	0
groupIV	16680721	4	20	1	0	0
groupIV	16680726	4	20	1	0	0
groupIV	16680736	4	20	1	0	0
groupIV	16680737	4	20	1	0	0
groupIV	16680742	4	20	1	0	0
groupIV	16680762	4	20	1	0	0
groupIV	16684240	4	18	1	0	0
groupIV	16684254	4	18	1	0	0
groupIV	16684266	4	18	1	0	0
groupIV	16684306	4	18	1	0	0
groupIV	16684316	4	18	1	0	0
groupIV	16684256	4	21	1	0	0
groupIV	16684305	4	21	1	0	0
groupIV	16688820	4	21	1	0	0
groupIV	16688823	4	21	1	0	0
groupIV	16688856	4	21	1	0	0
groupIV	16688864	4	21	1	0	0
groupIV	16688867	4	21	1	0	0
groupIV	16688884	4	21	0.880952	0.238095	-0.108108108
groupIV	16688809	4	21	1	0	0
groupIV	16688830	4	21	1	0	0
groupIV	16688859	4	21	1	0	0
groupIV	16702382	4	21	1	0	0
groupIV	16702458	4	21	1	0	0
groupIV	16702400	4	21	1	0	0
groupIV	16702421	4	21	1	0	0
groupIV	16702440	4	20	1	0	0
groupIV	16702458	4	21	1	0	0
groupIV	16703531	4	21	1	0	0
groupIV	16703551	4	21	1	0	0
groupIV	16703567	4	21	1	0	0
groupIV	16703568	4	21	1	0	0
groupIV	16703607	4	21	1	0	0
groupIV	16703610	4	21	1	0	0
groupIV	16714569	4	21	1	0	0
groupIV	16714580	4	21	0.857143	0.285714	-0.138888889
groupIV	16714603	4	21	1	0	0
groupIV	16714617	4	21	1	0	0
groupIV	16730096	4	18	1	0	0
groupIV	16730110	4	18	1	0	0
groupIV	16730159	4	18	1	0	0
groupIV	16730162	4	18	1	0	0
groupIV	16730099	4	18	1	0	0
groupIV	16730105	4	18	1	0	0
groupIV	16759910	4	21	1	0	0
groupIV	16759918	4	21	1	0	0
groupIV	16759936	4	21	1	0	0
groupIV	16759937	4	21	1	0	0
groupIV	16759962	4	21	1	0	0
groupIV	16759967	4	21	1	0	0
groupIV	16759923	4	21	1	0	0
groupIV	16759930	4	21	1	0	0
groupIV	16759949	4	21	1	0	0
groupIV	16759974	4	21	1	0	0
groupIV	16759977	4	21	1	0	0
groupIV	16759991	4	21	0.857143	0.285714	-0.138888889
groupIV	16764183	4	20	1	0	0
groupIV	16764186	4	20	1	0	0
groupIV	16764204	4	20	1	0	0
groupIV	16764219	4	19	1	0	0
groupIV	16764220	4	20	1	0	0
groupIV	16764224	4	18	0.777778	0.222222	0.375
groupIV	16764237	4	20	1	0	0
groupIV	16764242	4	18	0.916667	0.166667	-0.060606061
groupIV	16872406	4	21	1	0	0
groupIV	16872407	4	21	1	0	0
groupIV	16872408	4	21	1	0	0
groupIV	16872423	4	21	1	0	0
groupIV	16872425	4	21	1	0	0
groupIV	16872426	4	21	1	0	0
groupIV	16872432	4	21	1	0	0
groupIV	16872385	4	21	1	0	0
groupIV	16872401	4	21	1	0	0
groupIV	16872418	4	21	1	0	0
groupIV	16872442	4	21	1	0	0
groupIV	16911896	4	20	1	0	0
groupIV	16911914	4	20	1	0	0
groupIV	16911920	4	20	1	0	0
groupIV	16911936	4	20	1	0	0
groupIV	16911941	4	20	1	0	0
groupIV	16912435	4	18	1	0	0
groupIV	16912457	4	18	1	0	0
groupIV	16912458	4	18	1	0	0
groupIV	16912481	4	18	1	0	0
groupIV	16912487	4	18	1	0	0
groupIV	16931728	4	21	1	0	0
groupIV	16931729	4	21	1	0	0
groupIV	16931730	4	21	1	0	0
groupIV	16931743	4	21	1	0	0
groupIV	16931745	4	21	1	0	0
groupIV	16931747	4	21	1	0	0
groupIV	16931751	4	21	1	0	0
groupIV	16931760	4	21	1	0	0
groupIV	16931762	4	21	1	0	0
groupIV	16931774	4	21	1	0	0
groupIV	16931723	4	21	1	0	0
groupIV	16931726	4	21	1	0	0
groupIV	16931732	4	21	1	0	0
groupIV	16931736	4	21	1	0	0
groupIV	16931772	4	21	1	0	0
groupIV	16999111	4	21	1	0	0
groupIV	16999126	4	21	1	0	0
groupIV	16999133	4	21	1	0	0
groupIV	16999124	4	21	1	0	0
groupIV	16999192	4	21	1	0	0
groupIV	17023316	4	21	1	0	0
groupIV	17023344	4	21	1	0	0
groupIV	17023320	4	21	1	0	0
groupIV	17023335	4	21	1	0	0
groupIV	17023380	4	21	1	0	0
groupIV	17073160	4	21	1	0	0
groupIV	17073190	4	21	1	0	0
groupIV	17073146	4	21	1	0	0
groupIV	17073153	4	21	1	0	0
groupIV	17073180	4	21	1	0	0
groupIV	17073183	4	21	1	0	0
groupIV	17073184	4	21	1	0	0
groupIV	17073193	4	21	1	0	0
groupIV	17135243	4	21	1	0	0
groupIV	17135298	4	21	1	0	0
groupIV	17135232	4	21	1	0	0
groupIV	17135287	4	21	1	0	0
groupIV	17135295	4	21	1	0	0
groupIV	17215626	4	21	1	0	0
groupIV	17215642	4	21	1	0	0
groupIV	17215659	4	21	1	0	0
groupIV	17215672	4	21	1	0	0
groupIV	17215677	4	21	1	0	0
groupIV	17215709	4	21	1	0	0
groupIV	17215684	4	21	1	0	0
groupIV	17215699	4	21	1	0	0
groupIV	17287615	4	21	1	0	0
groupIV	17287637	4	21	0.904762	0.190476	-0.078947368
groupIV	17287644	4	21	1	0	0
groupIV	17287659	4	21	1	0	0
groupIV	17287665	4	21	1	0	0
groupIV	17287669	4	21	1	0	0
groupIV	17287671	4	21	1	0	0
groupIV	17287688	4	21	1	0	0
groupIV	17287693	4	21	0.880952	0.238095	-0.108108108
groupIV	17382197	4	21	1	0	0
groupIV	17382202	4	21	1	0	0
groupIV	17382205	4	21	1	0	0
groupIV	17382206	4	21	1	0	0
groupIV	17382234	4	21	1	0	0
groupIV	17382250	4	21	1	0	0
groupIV	17382251	4	21	1	0	0
groupIV	17382190	4	21	1	0	0
groupIV	17382201	4	21	1	0	0
groupIV	17382203	4	21	1	0	0
groupIV	17382208	4	21	1	0	0
groupIV	17382220	4	21	1	0	0
groupIV	17382224	4	21	1	0	0
groupIV	17382232	4	21	1	0	0
groupIV	17382249	4	21	1	0	0
groupIV	17417902	4	18	0.5	0.666667	-0.296296296
groupIV	17417917	4	21	1	0	0
groupIV	17417920	4	21	1	0	0
groupIV	17417921	4	21	1	0	0
groupIV	17417923	4	21	1	0	0
groupIV	17417928	4	19	0.894737	0.210526	-0.088235294
groupIV	17417929	4	21	1	0	0
groupIV	17417931	4	21	1	0	0
groupIV	17417937	4	21	1	0	0
groupIV	17417938	4	18	0.555556	0.777778	-0.53125
groupIV	17417942	4	21	1	0	0
groupIV	17417946	4	21	1	0	0
groupIV	17417950	4	21	1	0	0
groupIV	17417952	4	21	1	0	0
groupIV	17417953	4	21	1	0	0
groupIV	17417956	4	21	1	0	0
groupIV	17417960	4	21	1	0	0
groupIV	17417966	4	21	1	0	0
groupIV	17417973	4	21	1	0	0
groupIV	17417976	4	19	0.868421	0.263158	-0.121212121
groupIV	17494351	4	21	1	0	0
groupIV	17494360	4	21	1	0	0
groupIV	17494391	4	21	1	0	0
groupIV	17522924	4	20	1	0	0
groupIV	17522937	4	20	1	0	0
groupIV	17522947	4	20	1	0	0
groupIV	17522949	4	20	1	0	0
groupIV	17522968	4	20	1	0	0
groupIV	17522975	4	20	1	0	0
groupIV	17522925	4	20	1	0	0
groupIV	17522926	4	20	1	0	0
groupIV	17522930	4	20	1	0	0
groupIV	17522933	4	20	1	0	0
groupIV	17522939	4	20	1	0	0
groupIV	17522944	4	20	1	0	0
groupIV	17522977	4	20	1	0	0
groupIV	17522980	4	20	0.875	0.25	-0.114285714
groupIV	17522992	4	20	1	0	0
groupIV	17531706	4	21	1	0	0
groupIV	17531709	4	21	1	0	0
groupIV	17531713	4	21	1	0	0
groupIV	17531719	4	21	1	0	0
groupIV	17531730	4	21	1	0	0
groupIV	17531759	4	21	1	0	0
groupIV	17531776	4	21	1	0	0
groupIV	17531785	4	21	1	0	0
groupIV	17531732	4	21	1	0	0
groupIV	17651294	4	21	1	0	0
groupIV	17651301	4	21	1	0	0
groupIV	17651308	4	21	1	0	0
groupIV	17651316	4	21	1	0	0
groupIV	17651318	4	21	1	0	0
groupIV	17651321	4	21	0.880952	0.142857	0.335135135
groupIV	17651322	4	21	1	0	0
groupIV	17651335	4	21	0.904762	0.190476	-0.078947368
groupIV	17651346	4	21	1	0	0
groupIV	17702579	4	21	1	0	0
groupIV	17702617	4	21	1	0	0
groupIV	17702618	4	21	1	0	0
groupIV	17702632	4	21	1	0	0
groupIV	17702593	4	21	1	0	0
groupIV	17702646	4	21	1	0	0
groupIV	17727636	4	21	1	0	0
groupIV	17727671	4	21	1	0	0
groupIV	17727677	4	21	1	0	0
groupIV	17727686	4	21	1	0	0
groupIV	17727695	4	21	1	0	0
groupIV	17727698	4	21	1	0	0
groupIV	17727636	4	21	1	0	0
groupIV	17727649	4	21	1	0	0
groupIV	17727651	4	21	1	0	0
groupIV	17727687	4	21	1	0	0
groupIV	17727692	4	21	1	0	0
groupIV	17771390	4	21	1	0	0
groupIV	17771395	4	21	1	0	0
groupIV	17771434	4	21	1	0	0
groupIV	17771434	4	21	1	0	0
groupIV	17771435	4	21	1	0	0
groupIV	17784984	4	18	1	0	0
groupIV	17785059	4	18	1	0	0
groupIV	17902137	4	20	1	0	0
groupIV	17902152	4	20	1	0	0
groupIV	17902170	4	20	1	0	0
groupIV	17902171	4	20	1	0	0
groupIV	17902182	4	20	1	0	0
groupIV	17902191	4	19	1	0	0
groupIV	17902192	4	20	1	0	0
groupIV	17902194	4	20	1	0	0
groupIV	17902199	4	20	1	0	0
groupIV	17902141	4	19	1	0	0
groupIV	17902162	4	19	1	0	0
groupIV	17902195	4	19	1	0	0
groupIV	17916863	4	21	1	0	0
groupIV	17916872	4	21	1	0	0
groupIV	17916895	4	21	1	0	0
groupIV	17916902	4	21	1	0	0
groupIV	17916913	4	21	1	0	0
groupIV	17916935	4	21	1	0	0
groupIV	17916882	4	21	1	0	0
groupIV	17916884	4	21	1	0	0
groupIV	17916907	4	21	1	0	0
groupIV	17916929	4	21	0.547619	0.333333	0.343249428
groupIV	17916951	4	21	1	0	0
groupIV	17940420	4	21	1	0	0
groupIV	17940433	4	21	1	0	0
groupIV	17940456	4	21	1	0	0
groupIV	17940489	4	21	1	0	0
groupIV	17957113	4	20	1	0	0
groupIV	17957124	4	20	1	0	0
groupIV	17957140	4	20	1	0	0
groupIV	17957166	4	20	1	0	0
groupIV	17985619	4	21	1	0	0
groupIV	17985645	4	21	1	0	0
groupIV	17985660	4	21	1	0	0
groupIV	17985676	4	21	1	0	0
groupIV	17985693	4	21	1	0	0
groupIV	17985615	4	21	1	0	0
groupIV	17985623	4	21	1	0	0
groupIV	17985656	4	21	1	0	0
groupIV	17985692	4	21	1	0	0
groupIV	18026189	4	21	1	0	0
groupIV	18026190	4	21	1	0	0
groupIV	18026197	4	21	1	0	0
groupIV	18026201	4	21	1	0	0
groupIV	18026223	4	21	1	0	0
groupIV	18026230	4	21	1	0	0
groupIV	18026242	4	21	1	0	0
groupIV	18026252	4	21	1	0	0
groupIV	18026268	4	21	1	0	0
groupIV	18028152	4	21	1	0	0
groupIV	18028169	4	21	0.904762	0.0952381	0.460526316
groupIV	18028172	4	21	1	0	0
groupIV	18028174	4	21	1	0	0
groupIV	18028186	4	21	1	0	0
groupIV	18028223	4	21	1	0	0
groupIV	18028226	4	21	1	0	0
groupIV	18028227	4	21	1	0	0
groupIV	18102317	4	21	1	0	0
groupIV	18102362	4	21	1	0	0
groupIV	18102328	4	21	1	0	0
groupIV	18102339	4	21	1	0	0
groupIV	18102340	4	21	1	0	0
groupIV	18102343	4	21	1	0	0
groupIV	18102344	4	21	0.904762	0.0952381	0.460526316
groupIV	18102347	4	21	1	0	0
groupIV	18102361	4	21	1	0	0
groupIV	18119937	4	21	1	0	0
groupIV	18119958	4	21	1	0	0
groupIV	18119966	4	21	1	0	0
groupIV	18119977	4	21	1	0	0
groupIV	18119981	4	21	1	0	0
groupIV	18119982	4	21	1	0	0
groupIV	18120001	4	21	1	0	0
groupIV	18120003	4	21	1	0	0
groupIV	18211441	4	21	1	0	0
groupIV	18211446	4	21	1	0	0
groupIV	18211466	4	21	1	0	0
groupIV	18211503	4	21	1	0	0
groupIV	18211505	4	21	1	0	0
groupIV	18291618	4	19	1	0	0
groupIV	18291580	4	20	1	0	0
groupIV	18291581	4	20	1	0	0
groupIV	18291609	4	20	1	0	0
groupIV	18291620	4	20	1	0	0
groupIV	18357971	4	20	1	0	0
groupIV	18357980	4	20	1	0	0
groupIV	18357985	4	20	1	0	0
groupIV	18357986	4	20	1	0	0
groupIV	18358031	4	20	1	0	0
groupIV	18358042	4	20	1	0	0
groupIV	18358043	4	20	1	0	0
groupIV	18358050	4	20	1	0	0
groupIV	18357972	4	21	1	0	0
groupIV	18358026	4	21	1	0	0
groupIV	18358039	4	21	1	0	0
groupIV	18358046	4	21	1	0	0
groupIV	18387164	4	18	1	0	0
groupIV	18387166	4	18	1	0	0
groupIV	18387174	4	18	1	0	0
groupIV	18387175	4	18	1	0	0
groupIV	18387196	4	18	1	0	0
groupIV	18387207	4	18	1	0	0
groupIV	18387220	4	18	1	0	0
groupIV	18387177	4	20	1	0	0
groupIV	18387190	4	20	1	0	0
groupIV	18387191	4	20	1	0	0
groupIV	18387206	4	20	1	0	0
groupIV	18387209	4	20	1	0	0
groupIV	18387217	4	20	1	0	0
groupIV	18402940	4	19	1	0	0
groupIV	18402957	4	19	1	0	0
groupIV	18402964	4	19	1	0	0
groupIV	18402966	4	19	1	0	0
groupIV	18402979	4	19	1	0	0
groupIV	18402992	4	19	1	0	0
groupIV	18403004	4	19	1	0	0
groupIV	18403009	4	19	1	0	0
groupIV	18403010	4	19	1	0	0
groupIV	18403012	4	19	0.973684	0.0526316	0
groupIV	18403013	4	19	1	0	0
groupIV	18402957	4	20	1	0	0
groupIV	18402984	4	20	1	0	0
groupIV	18402997	4	20	1	0	0
groupIV	18403023	4	20	1	0	0
groupIV	18403619	4	21	1	0	0
groupIV	18403623	4	21	1	0	0
groupIV	18403651	4	21	1	0	0
groupIV	18403652	4	21	1	0	0
groupIV	18403653	4	21	1	0	0
groupIV	18403664	4	21	1	0	0
groupIV	18403671	4	21	1	0	0
groupIV	18403676	4	21	1	0	0
groupIV	18433765	4	21	1	0	0
groupIV	18433770	4	21	1	0	0
groupIV	18433788	4	21	1	0	0
groupIV	18433789	4	21	1	0	0
groupIV	18433790	4	21	1	0	0
groupIV	18433791	4	21	1	0	0
groupIV	18433792	4	21	1	0	0
groupIV	18433803	4	21	1	0	0
groupIV	18433804	4	21	1	0	0
groupIV	18433833	4	21	1	0	0
groupIV	18454956	4	21	1	0	0
groupIV	18454978	4	21	1	0	0
groupIV	18454991	4	21	1	0	0
groupIV	18455008	4	21	1	0	0
groupIV	18454976	4	21	0.738095	0.333333	0.158357771
groupIV	18454988	4	21	1	0	0
groupIV	18454990	4	21	1	0	0
groupIV	18454993	4	21	1	0	0
groupIV	18454996	4	21	1	0	0
groupIV	18455007	4	21	1	0	0
groupIV	18478302	4	21	1	0	0
groupIV	18478314	4	21	1	0	0
groupIV	18478315	4	21	1	0	0
groupIV	18478316	4	21	1	0	0
groupIV	18478341	4	21	1	0	0
groupIV	18495795	4	21	1	0	0
groupIV	18495799	4	21	1	0	0
groupIV	18495800	4	21	1	0	0
groupIV	18501414	4	20	1	0	0
groupIV	18501425	4	21	1	0	0
groupIV	18501437	4	21	1	0	0
groupIV	18501400	4	20	1	0	0
groupIV	18501416	4	20	1	0	0
groupIV	18522959	4	21	1	0	0
groupIV	18522963	4	21	1	0	0
groupIV	18522980	4	21	1	0	0
groupIV	18523012	4	21	1	0	0
groupIV	18522964	4	21	1	0	0
groupIV	18523016	4	21	1	0	0
groupIV	18523020	4	21	1	0	0
groupIV	18523021	4	21	1	0	0
groupIV	18523024	4	21	1	0	0
groupIV	18570610	4	21	1	0	0
groupIV	18570634	4	21	1	0	0
groupIV	18570641	4	21	1	0	0
groupIV	18570643	4	21	1	0	0
groupIV	18570647	4	21	1	0	0
groupIV	18570651	4	21	1	0	0
groupIV	18570601	4	21	1	0	0
groupIV	18570624	4	21	1	0	0
groupIV	18570650	4	21	1	0	0
groupIV	18570680	4	21	1	0	0
groupIV	18680537	4	21	1	0	0
groupIV	18680544	4	21	1	0	0
groupIV	18680559	4	21	1	0	0
groupIV	18680564	4	21	1	0	0
groupIV	18680585	4	21	1	0	0
groupIV	18680614	4	21	1	0	0
groupIV	18879416	4	17	1	0	0
groupIV	18879425	4	17	1	0	0
groupIV	18879468	4	17	1	0	0
groupIV	18879407	4	19	1	0	0
groupIV	18879408	4	20	1	0	0
groupIV	18879418	4	20	1	0	0
groupIV	18879432	4	20	1	0	0
groupIV	18893298	4	21	0.619048	0.380952	0.211538462
groupIV	18893303	4	21	1	0	0
groupIV	18893306	4	21	1	0	0
groupIV	18893334	4	21	1	0	0
groupIV	18893343	4	21	1	0	0
groupIV	18893346	4	21	1	0	0
groupIV	18893361	4	21	1	0	0
groupIV	18893369	4	21	1	0	0
groupIV	18893375	4	21	1	0	0
groupIV	18893380	4	21	1	0	0
groupIV	18894704	4	21	1	0	0
groupIV	18894736	4	21	1	0	0
groupIV	18894743	4	21	1	0	0
groupIV	18894766	4	21	1	0	0
groupIV	18894773	4	21	1	0	0
groupIV	18894778	4	21	1	0	0
groupIV	18894781	4	21	1	0	0
groupIV	18894783	4	21	1	0	0
groupIV	18919470	4	21	0.97619	0.047619	0
groupIV	18919488	4	21	1	0	0
groupIV	18919505	4	21	1	0	0
groupIV	18919511	4	21	0.714286	0.380952	0.088888889
groupIV	18919540	4	21	1	0	0
groupIV	18919541	4	21	1	0	0
groupIV	18919546	4	21	1	0	0
groupIV	18919549	4	21	1	0	0
groupIV	18919552	4	21	1	0	0
groupIV	18922023	4	21	1	0	0
groupIV	18922026	4	21	1	0	0
groupIV	18922086	4	21	1	0	0
groupIV	18922092	4	21	1	0	0
groupIV	18968211	4	21	1	0	0
groupIV	18968214	4	21	1	0	0
groupIV	18968215	4	21	0.714286	0.380952	0.088888889
groupIV	18968156	4	21	0.714286	0.380952	0.088888889
groupIV	18968174	4	21	1	0	0
groupIV	18968190	4	21	1	0	0
groupIV	18968196	4	21	1	0	0
groupIV	19020752	4	21	1	0	0
groupIV	19020773	4	21	1	0	0
groupIV	19020774	4	21	1	0	0
groupIV	19020795	4	21	1	0	0
groupIV	19020832	4	21	1	0	0
groupIV	19020765	4	21	1	0	0
groupIV	19020771	4	21	1	0	0
groupIV	19020774	4	21	1	0	0
groupIV	19020782	4	21	1	0	0
groupIV	19020814	4	21	1	0	0
groupIV	19020824	4	21	1	0	0
groupIV	19020826	4	21	1	0	0
groupIV	19020831	4	21	1	0	0
groupIV	19032951	4	21	0.738095	0.333333	0.158357771
groupIV	19032965	4	21	1	0	0
groupIV	19032967	4	21	1	0	0
groupIV	19032976	4	21	1	0	0
groupIV	19032981	4	21	1	0	0
groupIV	19058923	4	21	1	0	0
groupIV	19070327	4	21	1	0	0
groupIV	19070353	4	21	1	0	0
groupIV	19070381	4	21	1	0	0
groupIV	19070377	4	21	1	0	0
groupIV	19070397	4	21	1	0	0
groupIV	19075911	4	20	0.95	0.1	-0.02631579
groupIV	19075946	4	20	0.95	0.1	-0.02631579
groupIV	19075943	4	21	1	0	0
groupIV	19204605	4	21	1	0	0
groupIV	19204646	4	21	1	0	0
groupIV	19204648	4	21	1	0	0
groupIV	19204662	4	21	1	0	0
groupIV	19204673	4	21	1	0	0
groupIV	19236922	4	21	1	0	0
groupIV	19236923	4	21	1	0	0
groupIV	19236934	4	21	1	0	0
groupIV	19236937	4	21	1	0	0
groupIV	19236940	4	21	1	0	0
groupIV	19236947	4	21	1	0	0
groupIV	19236949	4	21	1	0	0
groupIV	19236960	4	21	1	0	0
groupIV	19236970	4	21	1	0	0
groupIV	19236973	4	21	1	0	0
groupIV	19236985	4	21	1	0	0
groupIV	19236988	4	21	1	0	0
groupIV	19236994	4	21	0.714286	0.380952	0.088888889
groupIV	19264509	4	21	1	0	0
groupIV	19264510	4	21	1	0	0
groupIV	19264511	4	21	1	0	0
groupIV	19264562	4	21	1	0	0
groupIV	19264579	4	21	1	0	0
groupIV	19264547	4	21	1	0	0
groupIV	19264581	4	21	1	0	0
groupIV	19264591	4	21	1	0	0
groupIV	19337138	4	21	1	0	0
groupIV	19337139	4	21	1	0	0
groupIV	19337202	4	21	1	0	0
groupIV	19337121	4	21	1	0	0
groupIV	19337126	4	21	1	0	0
groupIV	19337146	4	21	1	0	0
groupIV	19337151	4	21	1	0	0
groupIV	19337152	4	21	1	0	0
groupIV	19337163	4	21	1	0	0
groupIV	19337164	4	21	1	0	0
groupIV	19337194	4	21	1	0	0
groupIV	19344940	4	21	1	0	0
groupIV	19344960	4	21	1	0	0
groupIV	19344988	4	21	1	0	0
groupIV	19345019	4	21	0.738095	0.428571	-0.082111437
groupIV	19344997	4	21	1	0	0
groupIV	19345012	4	21	1	0	0
groupIV	19367674	4	21	1	0	0
groupIV	19367688	4	21	1	0	0
groupIV	19378279	4	20	1	0	0
groupIV	19378280	4	20	1	0	0
groupIV	19378298	4	20	1	0	0
groupIV	19378315	4	20	1	0	0
groupIV	19378316	4	20	1	0	0
groupIV	19378317	4	20	1	0	0
groupIV	19378323	4	20	1	0	0
groupIV	19378329	4	20	1	0	0
groupIV	19378332	4	20	1	0	0
groupIV	19388387	4	21	1	0	0
groupIV	19394353	4	21	1	0	0
groupIV	19394370	4	21	1	0	0
groupIV	19394375	4	21	1	0	0
groupIV	19394384	4	21	1	0	0
groupIV	19394397	4	21	1	0	0
groupIV	19493081	4	16	0.6875	0.25	0.436363636
groupIV	19493134	4	16	0.6875	0.25	0.436363636
groupIV	19493136	4	16	0.6875	0.25	0.436363636
groupIV	19493139	4	19	1	0	0
groupIV	19505122	4	21	1	0	0
groupIV	19505132	4	21	0.714286	0.380952	0.088888889
groupIV	19505135	4	21	1	0	0
groupIV	19505150	4	21	1	0	0
groupIV	19505153	4	21	1	0	0
groupIV	19505163	4	21	1	0	0
groupIV	19505124	4	21	1	0	0
groupIV	19505152	4	21	1	0	0
groupIV	19505159	4	21	1	0	0
groupIV	19533732	4	21	1	0	0
groupIV	19533748	4	21	1	0	0
groupIV	19533760	4	21	1	0	0
groupIV	19533771	4	21	1	0	0
groupIV	19533777	4	21	0.714286	0.380952	0.088888889
groupIV	19544095	4	21	1	0	0
groupIV	19544110	4	21	1	0	0
groupIV	19544111	4	21	1	0	0
groupIV	19544120	4	21	1	0	0
groupIV	19544130	4	21	1	0	0
groupIV	19544134	4	21	1	0	0
groupIV	19544137	4	21	1	0	0
groupIV	19544144	4	21	1	0	0
groupIV	19544148	4	21	1	0	0
groupIV	19544097	4	21	1	0	0
groupIV	19544138	4	21	1	0	0
groupIV	19544144	4	21	1	0	0
groupIV	19544160	4	21	1	0	0
groupIV	19544166	4	21	1	0	0
groupIV	19553063	4	21	1	0	0
groupIV	19553120	4	21	1	0	0
groupIV	19553126	4	21	1	0	0
groupIV	19553130	4	21	1	0	0
groupIV	19553136	4	21	1	0	0
groupIV	19597507	4	20	1	0	0
groupIV	19597509	4	20	1	0	0
groupIV	19597534	4	20	1	0	0
groupIV	19597579	4	20	1	0	0
groupIV	19597553	4	20	1	0	0
groupIV	19597593	4	20	1	0	0
groupIV	19675870	4	21	1	0	0
groupIV	19675900	4	21	1	0	0
groupIV	19675921	4	21	1	0	0
groupIV	19675891	4	21	1	0	0
groupIV	19675926	4	21	1	0	0
groupIV	19675931	4	21	1	0	0
groupIV	19675934	4	21	1	0	0
groupIV	19675940	4	21	1	0	0
groupIV	19699638	4	21	1	0	0
groupIV	19699642	4	21	1	0	0
groupIV	19699685	4	21	1	0	0
groupIV	19699691	4	21	1	0	0
groupIV	19699631	4	21	1	0	0
groupIV	19699634	4	21	1	0	0
groupIV	19699683	4	21	1	0	0
groupIV	19699685	4	21	1	0	0
groupIV	19699693	4	21	1	0	0
groupIV	19700476	4	21	1	0	0
groupIV	19700493	4	21	1	0	0
groupIV	19700514	4	21	1	0	0
groupIV	19700515	4	21	1	0	0
groupIV	19700531	4	21	1	0	0
groupIV	19700532	4	21	1	0	0
groupIV	19700538	4	21	1	0	0
groupIV	19700540	4	21	1	0	0
groupIV	19700546	4	21	1	0	0
groupIV	19700469	4	20	1	0	0
groupIV	19700476	4	20	1	0	0
groupIV	19700478	4	19	1	0	0
groupIV	19700486	4	20	1	0	0
groupIV	19700518	4	20	1	0	0
groupIV	19700537	4	20	1	0	0
groupIV	19700540	4	20	1	0	0
groupIV	19708805	4	21	1	0	0
groupIV	19708826	4	21	1	0	0
groupIV	19708836	4	21	1	0	0
groupIV	19708839	4	21	1	0	0
groupIV	19708855	4	21	1	0	0
groupIV	19708866	4	21	1	0	0
groupIV	19712417	4	16	1	0	0
groupIV	19712420	4	17	1	0	0
groupIV	19783418	4	21	1	0	0
groupIV	19783424	4	21	0.666667	0.285714	0.37244898
groupIV	19783456	4	21	1	0	0
groupIV	19799031	4	21	1	0	0
groupIV	19799061	4	21	1	0	0
groupIV	19799065	4	21	0.928571	0.142857	-0.051282051
groupIV	19799095	4	21	1	0	0
groupIV	19799099	4	21	1	0	0
groupIV	19799106	4	21	1	0	0
groupIV	19843030	4	21	1	0	0
groupIV	19843031	4	21	1	0	0
groupIV	19843039	4	21	1	0	0
groupIV	19849818	4	21	1	0	0
groupIV	19870693	4	20	1	0	0
groupIV	19870736	4	20	1	0	0
groupIV	19870791	4	21	1	0	0
groupIV	19870798	4	21	1	0	0
groupIV	19870816	4	21	1	0	0
groupIV	19870818	4	21	1	0	0
groupIV	19913363	4	19	1	0	0
groupIV	19913384	4	20	1	0	0
groupIV	19913394	4	20	1	0	0
groupIV	19942757	4	21	1	0	0
groupIV	19942787	4	21	1	0	0
groupIV	19942800	4	21	1	0	0
groupIV	19942803	4	21	1	0	0
groupIV	19942810	4	21	1	0	0
groupIV	19942812	4	21	1	0	0
groupIV	19973707	4	21	1	0	0
groupIV	19973711	4	21	1	0	0
groupIV	19973728	4	21	1	0	0
groupIV	19973742	4	21	1	0	0
groupIV	19973690	4	21	1	0	0
groupIV	19973691	4	21	1	0	0
groupIV	19973728	4	21	1	0	0
groupIV	19973739	4	21	1	0	0
groupIV	19985853	4	20	1	0	0
groupIV	19985855	4	20	1	0	0
groupIV	19985887	4	20	1	0	0
groupIV	19985914	4	20	1	0	0
groupIV	19985917	4	20	1	0	0
groupIV	19993851	4	21	1	0	0
groupIV	19993852	4	21	1	0	0
groupIV	19993855	4	21	1	0	0
groupIV	19993857	4	21	1	0	0
groupIV	19993859	4	21	1	0	0
groupIV	19993881	4	21	1	0	0
groupIV	19993898	4	21	1	0	0
groupIV	19993901	4	21	1	0	0
groupIV	19993905	4	21	1	0	0
groupIV	19993930	4	21	1	0	0
groupIV	19993877	4	21	1	0	0
groupIV	19993893	4	21	1	0	0
